Title,Artists,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence,cluster_id,cluster_label,style_description
Classy 101,"Feid, Young Miko",1.2187056560200022,0.10016692914924664,1.9059399478323578,0.4329273877142814,-0.36084777085708725,-0.1513962023033052,0.7233265219520799,5,C5,Danceability / Loudness / Valence
TQM,Fuerza Regida,0.6879499542381116,1.310625005118709,0.20414148949518804,-0.5383398216899061,0.17861297501942425,-0.1513962023033052,2.010224467657258,7,C7,Danceability / Loudness / Valence
Anti-Hero,Taylor Swift,-0.395373327481091,0.00705476945928789,-0.3514119736251374,-0.6063285263481993,-0.42406582701449086,-0.1513962023033052,0.10862269221661672,0,C0,Loudness
Calm Down (with Selena Gomez),"Rema, Selena Gomez",0.782468092911599,0.9940436621728499,0.12128976634419891,-0.7520186077588273,0.8360807590564223,-0.13563943280328836,1.3380303516875431,7,C7,Danceability / Loudness / Valence
Creepin' (with The Weeknd & 21 Savage),"Metro Boomin, The Weeknd, 21 Savage",0.1717355045598334,-0.1357172087319822,-0.15683074829957785,-0.6451792147243668,0.7855063141304993,-0.1513962023033052,-1.4878383332114569,1,C1,Danceability
Die For You (with Ariana Grande) - Remix,"The Weeknd, Ariana Grande",-0.8461521426931085,-0.8806144862516515,-0.7031020681623236,-0.4217877565614037,-0.015255730529947085,-0.1513962023033052,-0.01078020996221436,0,C0,Loudness
"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Jimin, JVKE, Muni Long",0.1717355045598334,0.2429389073405167,1.9061255906975094,-0.013855528611644845,-0.4282803640916511,-0.1513962023033052,-1.023493713627114,5,C5,Danceability / Loudness / Valence
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",-0.9697527855738222,-0.5143733248044804,-1.2627809282860178,-0.17897095421035675,0.5916376085811281,-0.1513962023033052,0.49336537701507194,4,C4,Acousticness
Angels Like You,Miley Cyrus,-0.14090141566785533,0.0008472921466239731,0.5204219264201257,-0.8102946403230786,-0.5589310134836187,-0.1513962023033052,-0.06384816648613928,1,C1,Danceability
Last Night,Morgan Wallen,-1.4496141049930666,0.2056940434645332,0.0319061646045426,-0.7325932635707436,0.9962331679885118,-0.1513962023033052,-0.13460544185137252,0,C0,Loudness
BESO,"ROSALÍA, Rauw Alejandro",0.5570786853055903,0.013262246771951806,-0.3857902819865437,0.20953592955131836,2.1299436417446174,-0.13563943280328836,0.0953557030856355,4,C4,Acousticness
El Azul,"Junior H, Peso Pluma",-0.9697527855738222,0.03809215602260747,-0.5267413462683094,-0.5771905100660737,-0.019470267607107333,-0.1513962023033052,1.4839672321283361,7,C7,Danceability / Loudness / Valence
I Wanna Be Yours,Arctic Monkeys,-1.6531916344436548,-1.3958351032027563,-1.3050662475705475,-0.8588580007932881,-0.39877860455152936,0.19525272669706562,-0.13018311214104544,0,C0,Loudness
All My Life (feat. J. Cole),"Lil Durk, J. Cole",0.6952205802899183,-0.44609107436517803,-0.11420164593143409,1.0739637459210452,-0.7823014785731117,-0.1513962023033052,0.9930886342820312,7,C7,Danceability / Loudness / Valence
Die For You,The Weeknd,-0.7661752561232344,-0.7254275534350536,-0.5549315591246625,-0.5092018054077805,-0.5041420314805355,-0.1513962023033052,-0.0019355505415602052,0,C0,Loudness
Yandel 150,"Yandel, Feid",0.6661380760826913,0.540897818348384,0.6875005050565604,-0.44121310074948733,-0.7654433302644708,-0.1513962023033052,0.31647218860198884,7,C7,Danceability / Loudness / Valence
Acróstico,Shakira,0.4116661642694556,-1.0171789871302577,-1.1472698121916927,0.0638458481406901,2.555611886537802,-0.1513962023033052,-0.6873966556422567,4,C4,Acousticness
Boy's a Liar Pt. 2,"PinkPantheress, Ice Spice",0.03359360957550548,1.0374960033614973,-0.929998903347605,-0.625753870536283,0.09010769639905901,-0.1513962023033052,1.5414575183625883,7,C7,Danceability / Loudness / Valence
